Course Subject,Academic Period,Section Listings,Description,Credits,Capacity,Reserved Seats,Reserved Capacity Line,Notes,"Day, Start, & End",Course Tags,Section Status
History (HIST),2025 Spring Term,HIST 205-00 - American Environmental History,"Environmental concerns, conflicts, and change mark the course of American history, from the distant colonial past to our own day. This course will consider the nature of these eco-cultural developments, focusing on the complicated ways that human thought and perception, culture and society, and natural processes and biota have all combined to forge Americans' changing relationship with the natural world. Topics will include Native American subsistence strategies, Euroamerican settlement, industrialization, urbanization, consumption, and the environmental movement. As we explore these issues, one of our overarching goals will be to develop an historical context for thinking deeply about contemporary environmental dilemmas.",6,25,0,,,TTH | 1:15 PM - 3:00 PM,"AMST - American Studies Program :: AMST Democracy Activism

AMST - American Studies Program :: AMST Space and Place

CL: 200 level

ENTS - Environmental Studies Program :: ENTS Core Course

HIST - History Program :: HIST Environment and Health

HIST - History Program :: HIST Modern

HIST - History Program :: HIST US History

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

POSI - Political Science and International Relations Program :: POSI Elective/Non POSC

PPOL -  Public Policy Program :: PPOL Envir Pol & Sustainablty",Open
History (HIST),2025 Spring Term,HIST 209-00 - Slavery in the Atlantic World,"This course explores the history of enslavement in the Atlantic World, including West Africa, South America, the Caribbean, North America, and Europe. The course examines the intersecting themes of power, labor, law, race, gender, sexuality, and resistance. It will consider how these themes each shaped the construction of different institutions of enslavement while simultaneously focusing on the experiences of the enslaved who lived and died within in these systems. Using a comparative methodology, we will ask canonical questions, such as what constitutes a slave society and which forms did resistance, rebellion, and revolution by enslaved people take.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","AFST - Africana Studies Program :: AFST Humanistic Inquiry

AMST - American Studies Program :: AMST America in the World

AMST - American Studies Program :: AMST Race Ethnicty Indign

AMST - American Studies Program :: AMST Space and Place

CL: 200 level

HIST - History Program :: HIST Africa & Diaspora

HIST - History Program :: HIST Atlantic World

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: QRE, Quantitative Reasoning",Open
History (HIST),2025 Spring Term,HIST 220-00 - Black History in Film,"This course focuses on the representation of African American history in popular US-American movies. It will introduce students to the field of visual history, using cinema as a primary source. Through films from the twentieth and twenty-first centuries, the seminar will analyze African American history, (pop-)cultural depictions, and memory culture. We will discuss subjects, narrative arcs, stylistic choices, production design, performative and film industry practices, and historical receptions of movies. The topics include slavery, racial segregation and white supremacy, the Black Freedom Movement, controversies and conflicts in Black communities, Black LGBTQIA+ history, ghettoization and police brutality, Black feminism, and Afrofuturism.",6,25,0,,,TTH | 10:10 AM - 11:55 AM,"ACE Theoretical

AFST - Africana Studies Program :: AFST Humanistic Inquiry

AFST - Africana Studies Program :: AFST Pertinent

AFST - Africana Studies Program :: AFST Survey Course

AMST - American Studies Program :: AMST Democracy Activism

AMST - American Studies Program :: AMST Prdctn Consmptn Cult

AMST - American Studies Program :: AMST Race Ethnicty Indign

CL: 200 level

HIST - History Program :: HIST Africa & Diaspora

HIST - History Program :: HIST Modern

HIST - History Program :: HIST US History

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies",Open
History (HIST),2025 Spring Term,HIST 229-00 - Working With Gender,"Historically work has been a central location for the constitution of gender identities for both men and women; at the same time, cultural notions of gender have shaped the labor market. We will investigate the roles of race, class, and ethnicity in shaping multiple sexual divisions of labor and the ways in which terms such as skill, bread-winning and work itself were gendered. Topics will include domestic labor, slavery, industrialization, labor market segmentation, protective legislation, and the labor movement.",6,25,0,,,TTH | 10:10 AM - 11:55 AM,"AMST - American Studies Program :: AMST Democracy Activism

AMST - American Studies Program :: AMST Prdctn Consmptn Cult

AMST - American Studies Program :: AMST Space and Place

CL: 200 level

EDUC - Educational Studies Program :: EDUC 2 Soc and Cult Context

GWSS - Gender, Women’s & Sexuality Studies Program :: GWSS Elective

HIST - History Program :: HIST Modern

HIST - History Program :: HIST US History

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies",Open
History (HIST),2025 Spring Term,HIST 251-00 - Japan and Europe,"This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

EAST - East Asian Studies Program :: EAST Supporting

EUST - European Studies Program :: EUST Country Specific

HIST - History Program :: HIST Asia

HIST - History Program :: HIST Early Mdrn Europe

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: WR2 Writing Requirement 2

MARS - Medieval and Renaissance Studies Program :: MARS Supporting",Open
History (HIST),2025 Spring Term,HIST 270-00 - Nuclear Nations: India & Pakistan,"At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).",6,25,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","ASST - Asian Studies Program :: ASST Humanities

ASST - Asian Studies Program :: ASST South Asia

CCST - Cross-Cultural Studies Program :: CCST Encounters

CL: 200 level

GWSS - Gender, Women’s & Sexuality Studies Program :: GWSS Elective

HIST - History Program :: HIST Asia

HIST - History Program :: HIST Modern

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: WR2 Writing Requirement 2

POSI - Political Science and International Relations Program :: POSI Elective/Non POSC

SAST -  South Asian Studies Program :: SAST Humanistic Inquiry

SAST -  South Asian Studies Program :: SAST Supp Humanities",Open
History (HIST),2025 Spring Term,HIST 276-01 - Reimagining Mexico’s Indigenous Past,"Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.",6,25,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","ARCN - Archaeology Program :: ARCN Pertinent

CL: 200 level

HIST - History Program :: HIST Latin America

HIST - History Program :: HIST Modern

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LTAM - Latin American Studies Program :: LTAM Electives",Open
History (HIST),2025 Spring Term,HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,"This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.",6,25,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 200 level

EUST - European Studies Program :: EUST Transnational Supp

HIST - History Program :: HIST Early Mdrn Europe

HIST - History Program :: HIST Environment and Health

HIST - History Program :: HIST Modern

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: WR2 Writing Requirement 2",Open
History (HIST),2025 Spring Term,HIST 298-00 - Junior Colloquium,"In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.",6,18,0,,Required for History majors and minors,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","ASST - Asian Studies Program :: ASST Disciplinary

ASST - Asian Studies Program :: ASST Methodology

CL: 200 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry",Open
History (HIST),2025 Spring Term,HIST 308-00 - American Cities and Nature,"Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness.",6,15,0,,HIST 205 is recommended but not required.,TTH | 10:10 AM - 11:55 AM,"AMST - American Studies Program :: AMST Democracy Activism

AMST - American Studies Program :: AMST Prdctn Consmptn Cult

AMST - American Studies Program :: AMST Space and Place

CL: 300 level

ENTS - Environmental Studies Program :: ENTS Society, Culture and Policy

ENTS - Environmental Studies Program :: ENTS Topical Seminar

HIST - History Program :: HIST Environment and Health

HIST - History Program :: HIST Modern

HIST - History Program :: HIST US History

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IDS, Intercultural Domestic Studies

LAR: WR2 Writing Requirement 2

PPOL -  Public Policy Program :: PPOL Envir Pol & Sustainablty",Open
History (HIST),2025 Spring Term,HIST 347-00 - The Global Cold War,"In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.",6,15,0,,,TTH | 10:10 AM - 11:55 AM,"CL: 300 level

EUST - European Studies Program :: EUST Transnational Supp

HIST - History Program :: HIST Early Mdrn Europe

HIST - History Program :: HIST Modern

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: WR2 Writing Requirement 2

POSI - Political Science and International Relations Program :: POSI Elective/Non POSC",Open
Japanese (JAPN),2025 Spring Term,JAPN 103-01 - Elementary Japanese,Continuation of Japanese 102.,6,16,0,,,"F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM

TTH | 8:15 AM - 9:20 AM","ASST - Asian Studies Program :: ASST Language

CL: 100 level

LAR: No Exploration",Open
Japanese (JAPN),2025 Spring Term,JAPN 206-00 - Japanese in Cultural Context,"This course advances students' proficiency in the four skills of speaking, listening, reading and writing in Japanese. The course also integrates elements of traditional Japanese civilization and modern Japanese society, emphasizing cultural understanding and situationally appropriate language use.",6,20,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","ACE Applied

ACE Theoretical

ASST - Asian Studies Program :: ASST East Asia

ASST - Asian Studies Program :: ASST Language

CL: 200 level

EAST - East Asian Studies Program :: EAST Supporting

LAR: LP Language Requirement

LAR: No Exploration",Open
Japanese (JAPN),2025 Spring Term,JAPN 343-00 - Nature in Popular Media,"This course examines Japanese popular media through an environmental lens, spanning from the thireteenth century to the present. It explores how novels, films, and animation depict the evolving human relationship with the non-human world amidst political, cultural, and philosophical shifts. Topics include modernization, internal colonization, gender dynamics, and industrial disasters, with a focus on canonical authors and global issues. Students develop skills in cultural comprehension through discussions and written assignments.",6,15,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","ASST - Asian Studies Program :: ASST Language

CL: 300 level

EAST - East Asian Studies Program :: EAST Supporting

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis",Open
Latin (LATN),2025 Spring Term,LATN 103-00 - Intro Latin Prose and Poetry,This course completes the formal textbook introduction to the morphology and syntax of Latin. The focus will be on consolidating and applying grammatical concepts learned throughout the Latin sequence to the reading of extended selections of authentic Roman prose and poetry.,6,30,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM

TTH | 3:10 PM - 4:15 PM","CL: 100 level

CLAS - Classics Program :: CLAS Core

LAR: No Exploration",Open
Latin (LATN),2025 Spring Term,LATN 240-00 - Catullus to Taylor Swift,"Poetry has always offered people a way to express their feelings and connect to their emotions, especially those related to love. From the thrill of new romance to the pain of heartbreak, poets find a haven in their art to declare their conflicting feelings and explore the ecstasy of mutual love or the torture of unrequited love. In this course, we will focus on Roman love/elegiac poetry (poems by Catullus, Tibullus, Propertius, and Ovid) in their original language and cultural context, while exploring themes and tropes that define the genre and still inspire modern love poetry and songs.",6,20,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 200 level

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis",Open
Linguistics (LING),2025 Spring Term,LING 110-00 - Introduction to Linguistics,"The capacity to acquire and use natural languages such as English is surely one of the more remarkable features of human nature. In this course, we explore several aspects of this ability. Topics include the sound systems of natural languages, the structure of words, principles that regulate word order, the course of language acquisition in children, and what these reveal about the nature of the mind.",6,30,30,30 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Sophomore priority,TTH | 1:15 PM - 3:00 PM,"CL: 100 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LING - Linguistics Program :: LING core 100 or 110",Open
Linguistics (LING),2025 Spring Term,LING 115-00 - Intro to the Theory of Syntax,"This course is organized to enable the student to actively participate in the construction of a rather elaborate theory of the nature of human cognitive capacity to acquire and use natural languages. In particular, we concentrate on one aspect of that capacity: the unconscious acquisition of a grammar that enables a speaker of a language to produce and recognize sentences that have not been previously encountered. In the first part of the course, we concentrate on gathering notation and terminology intended to allow an explicit and manageable description. In the second part, we depend on written and oral student contributions in a cooperative enterprise of theory construction.",6,20,20,20 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Sophomore Priority,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CGSC - Cognitive Science Program :: CGSC Core

CL: 100 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LING - Linguistics Program :: LING Core Course",Open
Linguistics (LING),2025 Spring Term,LING 135-00 - Intro to Sociolinguistics,"There is a complex relationship between language and society. This course examines how language variation is tied to identity and the role of language in human social interaction. We will consider language as it relates to social status, age, gender, ethnicity, and location as well as theoretical models used to study variation. We will also examine how language is used in conversation, in the media, and beyond using ethnography of communication and discourse analysis. You will become more aware of how language is used in your own daily life and will be able to argue sociolinguistic perspectives on language attitudes.",6,30,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 100 level

LAR: IDS, Intercultural Domestic Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LING - Linguistics Program :: LING Elective",Open
Linguistics (LING),2025 Spring Term,LING 319-00 - Sociolinguistic Field Methods,"Participants in this course learn how to design and conduct sociolinguistic research, with a focus on the varieties of English spoken in Minnesota. After an introduction to the quantitative sociolinguistic methods used to obtain large data sets of naturalistic speech (publicly available data, online questionnaires, individual and group interviews, and ethnography), participants design studies investigating the status of a phonetic or phonological linguistic variable typically attributed to regional Englishes. The course culminates in a pilot study assessing the status of these variables in the speech of Minnesotans.",6,15,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CL: 300 level

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LING - Linguistics Program :: LING Advanced Course",Open
Latin American Studies (LTAM),2025 Spring Term,LTAM 220-00 - Eating the Americas,"Food is both a biological necessity and a cultural symbol. We eat to survive, we “are what we eat,” and delicious foods are “to die for.” What does this all mean in the context of Latin America, which gave us the origins of peanut butter (peanuts), spaghetti sauce (tomatoes), avocado toast (avocados), french fries (potatoes), and power bowls (quinoa)? In this class, we will explore the long history humans have had with food in Latin America, drawing from archaeology, ethnohistory, and anthropology to explore the relationship between food, culture, power, identity, gender, and ethnicity.",6,25,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","ARCN - Archaeology Program :: ARCN Pertinent

CL: 200 level

ENTS - Environmental Studies Program :: ENTS Society, Culture and Policy

LAR: IS, International Studies

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

LAR: WR2 Writing Requirement 2

LTAM - Latin American Studies Program :: LTAM Electives

SOAN - Sociology and Anthropology Program :: SOAN Pertinent",Open
Mathematics (MATH),2025 Spring Term,MATH 111-00 - Introduction to Calculus,"An introduction to the differential and integral calculus. Derivatives, antiderivatives, the definite integral, applications, and the fundamental theorem of calculus.",6,30,0,,Not open to students who have received credit for MATH 101,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CL: 100 level

CS - Computer Science Program :: CS Required for Major

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Required Core Course

PHYS - Physics Program :: PHYS Mathematics Course

STAT - Statistics Program :: STAT Supporting",Open
Mathematics (MATH),2025 Spring Term,MATH 120-00 - Calculus 2,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers.",6,30,0,,Not open to students who have received credit for MATH 211 or have a score of 4 or 5 on the AP Calculus BC exam.,"F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM","CL: 100 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Required Core Course

PHYS - Physics Program :: PHYS Mathematics Course

STAT - Statistics Program :: STAT Supporting",Open
Mathematics (MATH),2025 Spring Term,MATH 134-00 - Linear Algebra with Applications,"Linear algebra centers on the geometry, algebra, and applications of linear equations.  It is pivotal to many areas of mathematics, natural sciences, computer science, and engineering. To study linear equations, we will develop concepts including matrix algebra, linear independence, determinants, eigenvectors, and orthogonality.  Students will use these tools to model real world problems and solve these problems using computational software.",6,30,0,,This course is not open to students who have received credit for MATH 232.,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 100 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Required Core Course

PHYS - Physics Program :: PHYS Mathematics Course

STAT - Statistics Program :: STAT Supporting",Open
Mathematics (MATH),2025 Spring Term,MATH 210-00 - Calculus 3,"Vectors, curves, calculus of functions of three independent variables, including directional derivatives and triple integrals, cylindrical and spherical coordinates, line integrals, Green's theorem, sequences and series, power series, Taylor series.",6,30,0,,This course cannot be substituted for MATH 211,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Required Core Course

PHYS - Physics Program :: PHYS Mathematics Course

STAT - Statistics Program :: STAT Supporting",Open
Mathematics (MATH),2025 Spring Term,MATH 232-01 - Linear Algebra,"Linear algebra centers on the study of highly structured functions called linear transformations. Given the abundance of nonlinear functions in mathematics, it may come as a surprise that restricting to linear ones opens the door to a rich and powerful theory that finds applications throughout mathematics, statistics, computer science, and the natural and social sciences. Linear transformations are everywhere, once we know what to look for. They appear in calculus as the functions that are used to define lines and planes in Euclidean space. In fact, differentiation is also a linear transformation that takes one function to another. The course focuses on developing geometric intuition as well as computational matrix methods. Topics include kernel and image of a linear transformation, vector spaces, determinants, eigenvectors and eigenvalues.",6,30,0,,This course is not open to students who have received credit for MATH 134.,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Required Core Course

PHYS - Physics Program :: PHYS Mathematics Course

STAT - Statistics Program :: STAT Supporting",Open
Mathematics (MATH),2025 Spring Term,MATH 236-01 - Mathematical Structures,"Basic concepts and techniques used throughout mathematics. Topics include logic, mathematical induction and other methods of proof, problem solving, sets, cardinality, equivalence relations, functions and relations, and the axiom of choice. Other topics may include: algebraic structures, graph theory, and basic combinatorics.",6,25,25,25 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Sophomore Priority,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Required Core Course

PHIL - Philosophy Program :: PHIL Interdisciplinary 2

PHIL - Philosophy Program :: PHIL Logic and Formal Reasoning 1",Open
Mathematics (MATH),2025 Spring Term,MATH 241-00 - Ordinary Differentl Equations,"Ordinary differential equations are a fundamental language used by mathematicians, scientists, and engineers to describe processes involving continuous change. In this course we develop ordinary differential equations as models of real world phenomena and explore the mathematical ideas that arise within these models. Topics include separation of variables; phase portraits; equilibria and their stability; non-dimensionalization; bifurcation analysis; and modeling of physical, biological, chemical, and social processes.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Applied

MATH - Mathematics Program :: MATH Electives

PHYS - Physics Program :: PHYS Addl Recommended",Open
Mathematics (MATH),2025 Spring Term,MATH 271-00 - Optimization,"Optimization is all about selecting the ""best"" thing. Finding the most likely strategy to win a game, the route that gets you there the fastest, or the curve that most closely fits given data are all examples of optimization problems. In this course we study linear optimization (also known as linear programming), the simplex method, and duality from both a theoretical and a computational perspective. Applications will be selected from statistics, economics, computer science, and more. Additional topics in nonlinear and convex optimization will be covered as time permits.",6,25,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Applied

MATH - Mathematics Program :: MATH Electives

STAT - Statistics Program :: SDSC Math Stats Elective

STAT - Statistics Program :: STAT Elective",Open
Mathematics (MATH),2025 Spring Term,MATH 331-00 - Real Analysis II,"Further topics in analysis such as measure theory, Lebesgue integration or Banach and Hilbert spaces.",6,20,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 300 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Analysis

MATH - Mathematics Program :: MATH Electives",Open
Mathematics (MATH),2025 Spring Term,MATH 341-00 - Partial Differential Equations,"An introduction to partial differential equations with emphasis on the heat equation, wave equation, and Laplace's equation. Topics include the method of characteristics, separation of variables, Fourier series, Fourier transforms and existence/uniqueness of solutions.",6,25,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CL: 300 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Applied

MATH - Mathematics Program :: MATH Electives",Open
Mathematics (MATH),2025 Spring Term,MATH 342-00 - Abstract Algebra I,"Introduction to algebraic structures, including groups, rings, and fields. Homomorphisms and quotient structures, polynomials, unique factorization. Other topics may include applications such as Burnside's counting theorem, symmetry groups, polynomial equations, or geometric constructions.",6,25,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 300 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

MATH - Mathematics Program :: MATH Algebra

MATH - Mathematics Program :: MATH Electives",Open
Middle Eastern Languages (MELA),2025 Spring Term,MELA 230-00 - Jewish Collective Memory,"Judaism emphasizes transmitting memory from one generation to the next. How have pivotal events and experiences in Jewish history lived on in Jewish collective memory? How do they continue to speak through artistic/literary composition and museum/memorial design? How does Jewish collective memory compare with recorded Jewish history? We will study turning points in Jewish history including the Exodus from Egypt, Jewish expulsion from medieval Spain, the Holocaust, and Israeli independence, as Jews in different times and places have interpreted them with lasting influence. Research includes work with print, film, and other visual/ performative media.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CCST - Cross-Cultural Studies Program :: CCST Encounters

CL: 200 level

EUST - European Studies Program :: EUST Transnational Supp

HIST - History Program :: HIST Early Mdrn Europe

HIST - History Program :: HIST Pertinent Courses

JDST -  Judaic Studies Program :: JDST Pertinent

LAR: CX, Cultural/Linguistics

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: WR2 Writing Requirement 2

MEST - Middle Eastern Studies Program :: MEST Supporting Group 2

RELG - Religion Program :: RELG Pertinent Course

RELG - Religion Program :: RELG XDept Pertinent",Open
Music (MUSC),2025 Spring Term,MUSC 127-00 - Music and Censorship,"This course examines the causes, methods and logic behind attempts to censor music by governments, commercial corporations and religious authorities through guided listening, reading, and writing assignments. Lectures focus first on the ""entartete musik"" of Nazi Germany. Contemporary cases of music censorship are then selected from a wide range of countries, including the United States, South Africa, and Russia. The music studied includes that by Pussy Riot, Paul Simon, Pete Seeger, and Richard Wagner.",6,25,0,,,TTH | 10:10 AM - 11:55 AM,"CL: 100 level

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2",Open
Music (MUSC),2025 Spring Term,MUSC 204-00 - Theory II: Musical Structures,"An investigation into the nature of musical sounds and the way they are combined to form rhythms, melodies, harmonies, and form. Topics include the nature of musical pitch, the structure of musical scales and their influence on melody, what gives rise to a sense of tonality, the complexity of rhythmic patterns, and the architecture of musical form. Student work includes building a musical instrument, programming a drum machine, writing computer code to create harmonies and timbres, and an extended music analysis project using empirical methods. Prerequisite: MUSC 101 or permission of instructor as assessed by a diagnostic exam administered at the start of the term.",6,25,0,,"Prerequisite: Music 101, or permission of the instructor as assessed by a diagnostic exam administered at the start of the term","F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM","AMMU - American Music Program :: AMMU Music Foundations

CL: 200 level

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: QRE, Quantitative Reasoning

LAR: WR2 Writing Requirement 2

MUSC - Music Program :: MUSC Foundation and Theory

STAT - Statistics Program :: SDSC XDept Elective",Open
Music (MUSC),2025 Spring Term,"MUSC 217-00 - Opera: Stage, Screen, Recordng","Opera has something for everyone: drama, desire, politics, stagecraft, design. The medium sets life to music and reveals the music within people’s lives. In the spirit of exchange between art and reality, this course looks at the history of opera through a contemporary lens. Centering on a diverse collection of operas—and voices—from past to present, we’ll ask how modern sensibilities animate the music’s production and performance. We’ll bring concepts of relevance, risk, representation, and justice to bear on opera, with attention to media and technology. We’ll listen to recent operatic interpretations and discover how creatives are making opera new.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","AMMU - American Music Program :: AMMU Soundtracks America

CL: 200 level

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2

MUSC - Music Program :: MUSC Western Art",Open
