source node,target node,similarity score,desc1,desc2,keywords1,keywords2,highlight_words
"POSC 315-00 - Polarization, Parties & Power",ENGL 253-00 - Food Writing,0.9030836,"The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","We are living in perhaps the height of what might be called the ""foodie era"" in the U.S. The cooking and presentation of food dominates Instagram and is one of the key draws of YouTube and various television and streaming networks; shows about chefs and food culture are likewise very popular. Yet a now less glamorous form with a much longer history persists: food writing. In this course we will track some important genres of food writing over the last 100 years or so. We will examine how not just food but cultural discourses about food and the world it circulates in are consumed and produced. We will read recipes and reviews; blogs and extracts from cookbooks, memoirs and biographies; texts on food history and policy; academic and popular feature writing. Simultaneously we will also produce food writing of our own in a number of genres.","politic, life, american, gender, america","chinese, friendship, food, cultural, japanese",much making
ENGL 253-00 - Food Writing,EDUC 242-00 - Education and Technology,0.89385146,"We are living in perhaps the height of what might be called the ""foodie era"" in the U.S. The cooking and presentation of food dominates Instagram and is one of the key draws of YouTube and various television and streaming networks; shows about chefs and food culture are likewise very popular. Yet a now less glamorous form with a much longer history persists: food writing. In this course we will track some important genres of food writing over the last 100 years or so. We will examine how not just food but cultural discourses about food and the world it circulates in are consumed and produced. We will read recipes and reviews; blogs and extracts from cookbooks, memoirs and biographies; texts on food history and policy; academic and popular feature writing. Simultaneously we will also produce food writing of our own in a number of genres.","This course will examine the increasingly prominent role that technology is playing in education, inside and outside of schools. How is technology transforming teaching and learning? What are the potential costs and benefits of relying on technology to provide educational opportunities? Is technology re-wiring our brains? And who needs brains when we have Google and ChatGPT? This course will examine the following topics, among others: digital literacy, virtual reality, cyborgs and artificial intelligence.","chinese, friendship, food, cultural, japanese","computer, technology, perception, cognitive, algorithm",among much
EDUC 242-00 - Education and Technology,ENGL 253-00 - Food Writing,0.89385146,"This course will examine the increasingly prominent role that technology is playing in education, inside and outside of schools. How is technology transforming teaching and learning? What are the potential costs and benefits of relying on technology to provide educational opportunities? Is technology re-wiring our brains? And who needs brains when we have Google and ChatGPT? This course will examine the following topics, among others: digital literacy, virtual reality, cyborgs and artificial intelligence.","We are living in perhaps the height of what might be called the ""foodie era"" in the U.S. The cooking and presentation of food dominates Instagram and is one of the key draws of YouTube and various television and streaming networks; shows about chefs and food culture are likewise very popular. Yet a now less glamorous form with a much longer history persists: food writing. In this course we will track some important genres of food writing over the last 100 years or so. We will examine how not just food but cultural discourses about food and the world it circulates in are consumed and produced. We will read recipes and reviews; blogs and extracts from cookbooks, memoirs and biographies; texts on food history and policy; academic and popular feature writing. Simultaneously we will also produce food writing of our own in a number of genres.","computer, technology, perception, cognitive, algorithm","chinese, friendship, food, cultural, japanese",much among
ENGL 255-00 - The Poetics of Disability,THEA 226-00 - Avant-Garde Theater & Perform,0.9502812,"Scholar Michael Davidson has suggested that “perhaps the closest link between poetry and disability lies in a conundrum within the genre itself: poetry makes language visible by making language strange."" In this class we will read a wide range of poets who tackle ideas of normalcy and ""ability"" by centering disability consciousness and culture. We will engage with poetry's capacity as a genre to destabilize our assumptions and generate new imaginaries. Alongside contemporary U.S. poetry, we will study contemporary theory in the field of disability studies in order to better understand the critical conversations around the meaning, nature, and consequences of disability.","""Make it new!"" was the rallying cry of the modernists, and ever since, the theater has never ceased its efforts to break both aesthetic and social conventions, boundaries, and taboos. Beginning with some of the important precursors of the twentieth century--Artaud, Brecht, and Meyerhold--this course will explore the history and theory of the avant-garde, charting the rise of interdisciplinary “performance."" Students will both analyze and perform work written and inspired by these avant-garde artists.","body, poetic, voice, hebrew, contemporary","artist, garde, avant, aesthetic, fire",important contemporary
THEA 226-00 - Avant-Garde Theater & Perform,ENGL 255-00 - The Poetics of Disability,0.9502812,"""Make it new!"" was the rallying cry of the modernists, and ever since, the theater has never ceased its efforts to break both aesthetic and social conventions, boundaries, and taboos. Beginning with some of the important precursors of the twentieth century--Artaud, Brecht, and Meyerhold--this course will explore the history and theory of the avant-garde, charting the rise of interdisciplinary “performance."" Students will both analyze and perform work written and inspired by these avant-garde artists.","Scholar Michael Davidson has suggested that “perhaps the closest link between poetry and disability lies in a conundrum within the genre itself: poetry makes language visible by making language strange."" In this class we will read a wide range of poets who tackle ideas of normalcy and ""ability"" by centering disability consciousness and culture. We will engage with poetry's capacity as a genre to destabilize our assumptions and generate new imaginaries. Alongside contemporary U.S. poetry, we will study contemporary theory in the field of disability studies in order to better understand the critical conversations around the meaning, nature, and consequences of disability.","artist, garde, avant, aesthetic, fire","body, poetic, voice, hebrew, contemporary",contemporary important
ENGL 255-00 - The Poetics of Disability,MUSC 313-00 - Video Game Music,0.94744766,"Scholar Michael Davidson has suggested that “perhaps the closest link between poetry and disability lies in a conundrum within the genre itself: poetry makes language visible by making language strange."" In this class we will read a wide range of poets who tackle ideas of normalcy and ""ability"" by centering disability consciousness and culture. We will engage with poetry's capacity as a genre to destabilize our assumptions and generate new imaginaries. Alongside contemporary U.S. poetry, we will study contemporary theory in the field of disability studies in order to better understand the critical conversations around the meaning, nature, and consequences of disability.","Over the decades, video game music has evolved from simple beeps and boops into a genre that has garnered millions of fans worldwide. This course traces the history of video game music aesthetics and technology. We will consider how it relates to a variety of musical traditions and engages with broader social issues. We will learn to listen for loops, styles, structures, and function in games via direct engagement with primary sources: the games themselves. The course culminates in the practical application of knowledge via a creative project.","body, poetic, voice, hebrew, contemporary","music, genre, musical, game, audio",knowledge contemporary
MUSC 313-00 - Video Game Music,ENGL 255-00 - The Poetics of Disability,0.94744766,"Over the decades, video game music has evolved from simple beeps and boops into a genre that has garnered millions of fans worldwide. This course traces the history of video game music aesthetics and technology. We will consider how it relates to a variety of musical traditions and engages with broader social issues. We will learn to listen for loops, styles, structures, and function in games via direct engagement with primary sources: the games themselves. The course culminates in the practical application of knowledge via a creative project.","Scholar Michael Davidson has suggested that “perhaps the closest link between poetry and disability lies in a conundrum within the genre itself: poetry makes language visible by making language strange."" In this class we will read a wide range of poets who tackle ideas of normalcy and ""ability"" by centering disability consciousness and culture. We will engage with poetry's capacity as a genre to destabilize our assumptions and generate new imaginaries. Alongside contemporary U.S. poetry, we will study contemporary theory in the field of disability studies in order to better understand the critical conversations around the meaning, nature, and consequences of disability.","music, genre, musical, game, audio","body, poetic, voice, hebrew, contemporary",contemporary knowledge
ENGL 268-00 - Writing with AI,"POSC 348-00 - Strangers, Foreigners, and Exiles",0.8826717,"Is “Writing with AI” a contradiction in terms? Is all AI writing just a remix of other, better writing by humans? Can we create interesting, engaging, creative writing in collaboration with AI? This course will grapple with these questions as we take multiple AI tools for a spin. We’ll use AI to create a variety of texts, including stories, games, images, and essays. Along the way, we’ll think about how writing with AI affects the ways we work and think as writers, and what we gain and lose by using it.","All over the world today, right-wing parties are winning the electorate with their anti-immigrant rhetoric. We are told that national identity, cultural heritage, civilizational values and even our jobs are threatened by the growing presence of the immigrants. In this course we will explore the complex and multifaceted reality of strangers’ and foreigners’ presence in modern societies. We will also try to understand what being an exile means for the human condition and what moral obligations we have toward refugees and other displaced people. Among others, our partners of conversation will be Hannah Arendt, Jacques Derrida, Tzvetan Todorov, Zygmunt Bauman, and Edward Said.","computer, technology, perception, cognitive, algorithm","right, century, lgbtq, debate, spain",even way
"POSC 348-00 - Strangers, Foreigners, and Exiles",ENGL 268-00 - Writing with AI,0.8826717,"All over the world today, right-wing parties are winning the electorate with their anti-immigrant rhetoric. We are told that national identity, cultural heritage, civilizational values and even our jobs are threatened by the growing presence of the immigrants. In this course we will explore the complex and multifaceted reality of strangers’ and foreigners’ presence in modern societies. We will also try to understand what being an exile means for the human condition and what moral obligations we have toward refugees and other displaced people. Among others, our partners of conversation will be Hannah Arendt, Jacques Derrida, Tzvetan Todorov, Zygmunt Bauman, and Edward Said.","Is “Writing with AI” a contradiction in terms? Is all AI writing just a remix of other, better writing by humans? Can we create interesting, engaging, creative writing in collaboration with AI? This course will grapple with these questions as we take multiple AI tools for a spin. We’ll use AI to create a variety of texts, including stories, games, images, and essays. Along the way, we’ll think about how writing with AI affects the ways we work and think as writers, and what we gain and lose by using it.","right, century, lgbtq, debate, spain","computer, technology, perception, cognitive, algorithm",way even
ENGL 268-00 - Writing with AI,GERM 221-00 - Modern Love,0.8724203,"Is “Writing with AI” a contradiction in terms? Is all AI writing just a remix of other, better writing by humans? Can we create interesting, engaging, creative writing in collaboration with AI? This course will grapple with these questions as we take multiple AI tools for a spin. We’ll use AI to create a variety of texts, including stories, games, images, and essays. Along the way, we’ll think about how writing with AI affects the ways we work and think as writers, and what we gain and lose by using it.","We explore literature, music, and the fine arts of German-speaking countries around the topics of gender and sex(uality). We focus on the years between 1880 and 1920 in Austria-Hungary, but also venture into more recent times and other localities. How did images of men and women change over time? How did science factor into these images? What was/is considered “normal” when it comes to sex(uality) and gender, and what German-speaking voices have been pushing against those norms? How did these voices use literature, music, and the fine arts to reflect or criticize such norms? Taught in English.","computer, technology, perception, cognitive, algorithm","pattern, story, speak, discussion, german",change way
GERM 221-00 - Modern Love,ENGL 268-00 - Writing with AI,0.8724203,"We explore literature, music, and the fine arts of German-speaking countries around the topics of gender and sex(uality). We focus on the years between 1880 and 1920 in Austria-Hungary, but also venture into more recent times and other localities. How did images of men and women change over time? How did science factor into these images? What was/is considered “normal” when it comes to sex(uality) and gender, and what German-speaking voices have been pushing against those norms? How did these voices use literature, music, and the fine arts to reflect or criticize such norms? Taught in English.","Is “Writing with AI” a contradiction in terms? Is all AI writing just a remix of other, better writing by humans? Can we create interesting, engaging, creative writing in collaboration with AI? This course will grapple with these questions as we take multiple AI tools for a spin. We’ll use AI to create a variety of texts, including stories, games, images, and essays. Along the way, we’ll think about how writing with AI affects the ways we work and think as writers, and what we gain and lose by using it.","pattern, story, speak, discussion, german","computer, technology, perception, cognitive, algorithm",way change
ENGL 295-00 - Critical Methods,LATN 103-00 - Intro Latin Prose and Poetry,0.9651455,"Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.",This course completes the formal textbook introduction to the morphology and syntax of Latin. The focus will be on consolidating and applying grammatical concepts learned throughout the Latin sequence to the reading of extended selections of authentic Roman prose and poetry.,"religion, history, culture, middle, century","science, genetic, concept, level, function",poetry practical
LATN 103-00 - Intro Latin Prose and Poetry,ENGL 295-00 - Critical Methods,0.9651455,This course completes the formal textbook introduction to the morphology and syntax of Latin. The focus will be on consolidating and applying grammatical concepts learned throughout the Latin sequence to the reading of extended selections of authentic Roman prose and poetry.,"Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.","science, genetic, concept, level, function","religion, history, culture, middle, century",practical poetry
ENGL 295-00 - Critical Methods,GEOL 240-52 - Geophysics & Lab,0.9632041,"Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.","This applied geophysics course focuses on understanding the near-surface structure of the Earth using a hand-on approach. Students will collect, process, model, and interpret geophysical data using gravitational, magnetic, and seismic methods. Weekly laboratories and one weekend field trip will be required.","religion, history, culture, middle, century","current, field, laboratory, galaxy, structure",approach theoretical
GEOL 240-52 - Geophysics & Lab,ENGL 295-00 - Critical Methods,0.9632041,"This applied geophysics course focuses on understanding the near-surface structure of the Earth using a hand-on approach. Students will collect, process, model, and interpret geophysical data using gravitational, magnetic, and seismic methods. Weekly laboratories and one weekend field trip will be required.","Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.","current, field, laboratory, galaxy, structure","religion, history, culture, middle, century",theoretical approach
ENGL 295-00 - Critical Methods,SPAN 205-00 - Conversation & Composition,0.9575464,"Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.",A course designed to develop the student's oral and written mastery of Spanish. Advanced study of grammar. Compositions and conversations based on cultural and literary topics. There is also an audio-video component focused on current affairs.,"religion, history, culture, middle, century","music, genre, musical, game, audio",literary contemporary
SPAN 205-00 - Conversation & Composition,ENGL 295-00 - Critical Methods,0.9575464,A course designed to develop the student's oral and written mastery of Spanish. Advanced study of grammar. Compositions and conversations based on cultural and literary topics. There is also an audio-video component focused on current affairs.,"Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.","music, genre, musical, game, audio","religion, history, culture, middle, century",contemporary literary
"ENGL 338-00 - Dickinson, Moore, Bishop",FREN 245-00 - Franco Lit: Africa&Caribbean,0.96274084,"An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.","Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.","body, poetic, voice, hebrew, contemporary","movement, process, develop, french, broad",works influence
FREN 245-00 - Franco Lit: Africa&Caribbean,"ENGL 338-00 - Dickinson, Moore, Bishop",0.96274084,"Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.","An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.","movement, process, develop, french, broad","body, poetic, voice, hebrew, contemporary",influence works
"ENGL 338-00 - Dickinson, Moore, Bishop",HIST 116-00 - Intro to Indigenous Histories,0.95985836,"An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.","Many Americans grow up with a fictionalized view of Indigenous people (sometimes also called Native Americans/American Indians, Alaska Natives, and Native Hawaiians within the U.S. context). Understanding Indigenous peoples’ histories, presents, and possible futures requires moving beyond these stereotypes and listening to Indigenous perspectives. In this class, we will begin to learn about Indigenous peoples across Turtle Island and the Pacific through tribal histories, legislation, Supreme Court cases, and personal narratives. The course will focus on the period from 1887 to 2018 with major themes including (among others) agency, resistance, resilience, settler colonialism, discrimination, and structural racism.","body, poetic, voice, hebrew, contemporary","indigenous, material, court, judge, present",context common
HIST 116-00 - Intro to Indigenous Histories,"ENGL 338-00 - Dickinson, Moore, Bishop",0.95985836,"Many Americans grow up with a fictionalized view of Indigenous people (sometimes also called Native Americans/American Indians, Alaska Natives, and Native Hawaiians within the U.S. context). Understanding Indigenous peoples’ histories, presents, and possible futures requires moving beyond these stereotypes and listening to Indigenous perspectives. In this class, we will begin to learn about Indigenous peoples across Turtle Island and the Pacific through tribal histories, legislation, Supreme Court cases, and personal narratives. The course will focus on the period from 1887 to 2018 with major themes including (among others) agency, resistance, resilience, settler colonialism, discrimination, and structural racism.","An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.","indigenous, material, court, judge, present","body, poetic, voice, hebrew, contemporary",common context
"ENGL 338-00 - Dickinson, Moore, Bishop",SOAN 111-00 - Introduction to Sociology,0.95650274,"An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.","Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.","body, poetic, voice, hebrew, contemporary","social, policy, political, labor, economic",though knowledge
SOAN 111-00 - Introduction to Sociology,"ENGL 338-00 - Dickinson, Moore, Bishop",0.95650274,"Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world.","An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.","social, policy, political, labor, economic","body, poetic, voice, hebrew, contemporary",knowledge though
ENGL 370-00 - Advanced Fiction Workshop,CHEM 122-00 - Introduction to Chemistry,0.9446435,An advanced course in the writing of fiction. Students will write three to four short stories or novel chapters which will be read and critiqued by the class.,"An introduction to the fundamentals of chemistry to prepare students to enter subsequent chemistry courses (Chemistry 123 or 124). Atoms and molecules, stoichiometry, and gases will be covered in the course. Although learning through discovery-based processes, small groups, and short laboratory experimentation will occur, this is not a lab course and does not fulfill the requirements for medical school. This course assumes competence with simple algebra, but no prior chemistry experience.","body, poetic, voice, hebrew, contemporary","current, field, laboratory, galaxy, structure",although advanced
CHEM 122-00 - Introduction to Chemistry,ENGL 370-00 - Advanced Fiction Workshop,0.9446435,"An introduction to the fundamentals of chemistry to prepare students to enter subsequent chemistry courses (Chemistry 123 or 124). Atoms and molecules, stoichiometry, and gases will be covered in the course. Although learning through discovery-based processes, small groups, and short laboratory experimentation will occur, this is not a lab course and does not fulfill the requirements for medical school. This course assumes competence with simple algebra, but no prior chemistry experience.",An advanced course in the writing of fiction. Students will write three to four short stories or novel chapters which will be read and critiqued by the class.,"current, field, laboratory, galaxy, structure","body, poetic, voice, hebrew, contemporary",advanced although
ENGL 370-00 - Advanced Fiction Workshop,PSYC 220-00 - Sensation and Perception,0.9418602,An advanced course in the writing of fiction. Students will write three to four short stories or novel chapters which will be read and critiqued by the class.,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement.","body, poetic, voice, hebrew, contemporary","psychology, research, seminar, social, history",text read
PSYC 220-00 - Sensation and Perception,ENGL 370-00 - Advanced Fiction Workshop,0.9418602,"We will address the question of how humans acquire information from the world to support action, learning, belief, choice, and the host of additional mental states that comprise the subject matter of psychology. In other words ""How do we get the outside inside?"" We will initially consider peripheral anatomical structures (e.g., the eye) and proceed through intermediate levels of sensory coding and transmission to cover the brain regions associated with each of the major senses. Readings will include primary sources and a text. In addition to exams and papers, students will conduct an investigation into an area of personal interest. A grade of C- or better must be earned in both Psychology 220 and 221 to satisfy the LS requirement.",An advanced course in the writing of fiction. Students will write three to four short stories or novel chapters which will be read and critiqued by the class.,"psychology, research, seminar, social, history","body, poetic, voice, hebrew, contemporary",read text
ENGL 371-00 - Adv Poetry Workshop,MUSC 221-00 - Electronic Music Composition,0.9700621,"In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.","This course focuses on creating new electronic music. We will use digital audio workstations for composition and production, grounding their use in the fundamentals of digital audio. We will listen extensively, in many genres of electronic music, applying this critical listening to our own work and our colleagues' work. Frequent composition assignments build fundamental skills in melodic creation and development, drum programming, synthesis, and audio production. The course culminates in a term project, a stylistically unrestricted, substantial original composition.","body, poetic, voice, hebrew, contemporary","music, genre, musical, game, audio",music contemporary
MUSC 221-00 - Electronic Music Composition,ENGL 371-00 - Adv Poetry Workshop,0.9700621,"This course focuses on creating new electronic music. We will use digital audio workstations for composition and production, grounding their use in the fundamentals of digital audio. We will listen extensively, in many genres of electronic music, applying this critical listening to our own work and our colleagues' work. Frequent composition assignments build fundamental skills in melodic creation and development, drum programming, synthesis, and audio production. The course culminates in a term project, a stylistically unrestricted, substantial original composition.","In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.","music, genre, musical, game, audio","body, poetic, voice, hebrew, contemporary",contemporary music
ENGL 371-00 - Adv Poetry Workshop,CAMS 111-01 - Intro to Cinema & Media Production,0.9658382,"In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.","This class introduces students to the full range of production tools and forms, building both the technical and conceptual skills needed to continue at more advanced levels. We will explore the aesthetics and mechanics of shooting digital video, the role of sound and how to record and mix it, field and studio production, lighting, and editing with Adobe Premiere Pro CC. Course work will include individual and group production projects, readings, and writing. This is an essential foundation for anyone interested in moving-image production and learning the specifics of CAMS' studios, cameras, and lighting equipment.","body, poetic, voice, hebrew, contemporary","play, production, performance, project, social",forms individual
CAMS 111-01 - Intro to Cinema & Media Production,ENGL 371-00 - Adv Poetry Workshop,0.9658382,"This class introduces students to the full range of production tools and forms, building both the technical and conceptual skills needed to continue at more advanced levels. We will explore the aesthetics and mechanics of shooting digital video, the role of sound and how to record and mix it, field and studio production, lighting, and editing with Adobe Premiere Pro CC. Course work will include individual and group production projects, readings, and writing. This is an essential foundation for anyone interested in moving-image production and learning the specifics of CAMS' studios, cameras, and lighting equipment.","In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.","play, production, performance, project, social","body, poetic, voice, hebrew, contemporary",individual forms
ENGL 371-00 - Adv Poetry Workshop,ENGL 109-00 - Craft of Academic Writing,0.9543103,"In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.","This course is designed to demystify the practice of academic writing and to introduce students to the skills they’ll need to write effectively in a variety of academic disciplines and contexts. Students will learn how to respond to other authors’ claims, frame clear arguments of their own, structure essays to develop a clear logical flow, integrate outside sources into their writing, and improve their writing through revision. All sections will include a variety of readings, multiple writing assignments, and substantial feedback from the course instructor.","body, poetic, voice, hebrew, contemporary","science, genetic, concept, level, function",write individual
ENGL 109-00 - Craft of Academic Writing,ENGL 371-00 - Adv Poetry Workshop,0.9543103,"This course is designed to demystify the practice of academic writing and to introduce students to the skills they’ll need to write effectively in a variety of academic disciplines and contexts. Students will learn how to respond to other authors’ claims, frame clear arguments of their own, structure essays to develop a clear logical flow, integrate outside sources into their writing, and improve their writing through revision. All sections will include a variety of readings, multiple writing assignments, and substantial feedback from the course instructor.","In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.","science, genetic, concept, level, function","body, poetic, voice, hebrew, contemporary",individual write
ENGL 395-00 - Senior Seminar (Frankenstein's Progeny),"MUSC 217-00 - Opera: Stage, Screen, Recordng",0.96414536,"Written in 1816 when she was only eighteen years old, Mary Shelley’s brilliant and controversial Frankenstein has not only lived on but has sparked two centuries’ worth of adaptations, interpretations, and creative re-imaginings, including recent fiction by Saadawi, McGill, and Tsai, an essay on transgender rage by Stryker, episodes of Black Mirror, and the novel and film Poor Things.  We’ll study how several such radical revisions of the novel explore and extend its prescient themes of gender, sexuality, monstrosity, race, the ethics of science, women’s rights, and social justice.","Opera has something for everyone: drama, desire, politics, stagecraft, design. The medium sets life to music and reveals the music within people’s lives. In the spirit of exchange between art and reality, this course looks at the history of opera through a contemporary lens. Centering on a diverse collection of operas—and voices—from past to present, we’ll ask how modern sensibilities animate the music’s production and performance. We’ll bring concepts of relevance, risk, representation, and justice to bear on opera, with attention to media and technology. We’ll listen to recent operatic interpretations and discover how creatives are making opera new.","founder, novel, theoretical, understand, actor","play, production, performance, project, social",life things
