source node,target node,similarity score,desc1,desc2,most_similar_word
SPAN 220-00 - Latin American Narrative,HIST 251-00 - Japan and Europe,0.9703927,"This course focuses on contemporary short stories and short novels. We will read some of the most relevant living authors from Latin America including Carlos Gamerro, Pilar Quintana, Kike Ferrari, Yeniter Poleo, Antonio José Ponte, among others. This will expose students to the most pressing issues in today's Latin America, ranging from gender, violence, racism, and immigration. We will interview at least one of the authors read during the term and discuss the social implications of their literature in today's world.","This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.","[('An', 0.6192125082015991)]"
HIST 251-00 - Japan and Europe,HIST 347-00 - The Global Cold War,0.96960735,"This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.","In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.","[('had', 0.5422571897506714)]"
HIST 347-00 - The Global Cold War,HIST 251-00 - Japan and Europe,0.96960735,"In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.","This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.","[('had', 0.5422571897506714)]"
HIST 270-00 - Nuclear Nations: India & Pakistan,"POSC 315-00 - Polarization, Parties & Power",0.9367175,"At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","[('either', 0.6478516459465027)]"
"POSC 315-00 - Polarization, Parties & Power",HIST 270-00 - Nuclear Nations: India & Pakistan,0.9367175,"The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","[('either', 0.6478516459465027)]"
HIST 270-00 - Nuclear Nations: India & Pakistan,PHIL 219-00 - American Pragmatism,0.932165,"At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","The class is a survey of this distinctly North American tradition, which understands knowing the world as inseparable from exercising one’s agency within it. We will especially focus on the tradition’s directedness towards various dimensions of social improvement and the notion that philosophy is a tool in the realization of an inclusive American democracy.","[('were', 0.5501420497894287)]"
PHIL 219-00 - American Pragmatism,HIST 270-00 - Nuclear Nations: India & Pakistan,0.932165,"The class is a survey of this distinctly North American tradition, which understands knowing the world as inseparable from exercising one’s agency within it. We will especially focus on the tradition’s directedness towards various dimensions of social improvement and the notion that philosophy is a tool in the realization of an inclusive American democracy.","At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","[('were', 0.5501420497894287)]"
HIST 270-00 - Nuclear Nations: India & Pakistan,GERM 217-00 - Queer Culture in Germany,0.9236932,"At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","In the nineteenth century, Germany was at the forefront of activism for queer people - until it wasn’t. In this course, we will explore the development and evolution of queer culture and social movements in Germany from the late nineteenth century through to the present. We will analyze a variety of primary texts and visual media, including the first magazines written for a queer audience and first-person accounts by queer people persecuted under the Nazis. We will explore how this history has shaped contemporary queer culture in Germany and how it compares to the Anglophone world. Taught in German.","[('either', 0.5741357803344727)]"
GERM 217-00 - Queer Culture in Germany,HIST 270-00 - Nuclear Nations: India & Pakistan,0.9236932,"In the nineteenth century, Germany was at the forefront of activism for queer people - until it wasn’t. In this course, we will explore the development and evolution of queer culture and social movements in Germany from the late nineteenth century through to the present. We will analyze a variety of primary texts and visual media, including the first magazines written for a queer audience and first-person accounts by queer people persecuted under the Nazis. We will explore how this history has shaped contemporary queer culture in Germany and how it compares to the Anglophone world. Taught in German.","At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).","[('either', 0.5741357803344727)]"
HIST 276-01 - Reimagining Mexico’s Indigenous Past,"POSC 348-00 - Strangers, Foreigners, and Exiles",0.98196703,"Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","All over the world today, right-wing parties are winning the electorate with their anti-immigrant rhetoric. We are told that national identity, cultural heritage, civilizational values and even our jobs are threatened by the growing presence of the immigrants. In this course we will explore the complex and multifaceted reality of strangers’ and foreigners’ presence in modern societies. We will also try to understand what being an exile means for the human condition and what moral obligations we have toward refugees and other displaced people. Among others, our partners of conversation will be Hannah Arendt, Jacques Derrida, Tzvetan Todorov, Zygmunt Bauman, and Edward Said.","[('This', 0.5138722062110901)]"
"POSC 348-00 - Strangers, Foreigners, and Exiles",HIST 276-01 - Reimagining Mexico’s Indigenous Past,0.98196703,"All over the world today, right-wing parties are winning the electorate with their anti-immigrant rhetoric. We are told that national identity, cultural heritage, civilizational values and even our jobs are threatened by the growing presence of the immigrants. In this course we will explore the complex and multifaceted reality of strangers’ and foreigners’ presence in modern societies. We will also try to understand what being an exile means for the human condition and what moral obligations we have toward refugees and other displaced people. Among others, our partners of conversation will be Hannah Arendt, Jacques Derrida, Tzvetan Todorov, Zygmunt Bauman, and Edward Said.","Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","[('This', 0.5138722062110901)]"
HIST 276-01 - Reimagining Mexico’s Indigenous Past,CHIN 358-00 - Advanced Chinese: Everyday Life in Ancient China,0.96499,"Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","Were chopsticks originally eating utensils? Did ancient Chinese sleep on beds and sit on chairs? What did they wear? In this course, students will find answers to questions like those in a series of expository writings concerning various aspects of daily life in ancient Chinese society, while enhancing their proficiency in comprehending authentic materials and producing extended discourse on related topics through a variety of oral and written coursework. This course also provides a fair amount of exposure to common sources for historical studies of China, and thus expands students’ vocabulary and knowledge about Chinese history and archaeology.","[('are', 0.6139517426490784)]"
CHIN 358-00 - Advanced Chinese: Everyday Life in Ancient China,HIST 276-01 - Reimagining Mexico’s Indigenous Past,0.96499,"Were chopsticks originally eating utensils? Did ancient Chinese sleep on beds and sit on chairs? What did they wear? In this course, students will find answers to questions like those in a series of expository writings concerning various aspects of daily life in ancient Chinese society, while enhancing their proficiency in comprehending authentic materials and producing extended discourse on related topics through a variety of oral and written coursework. This course also provides a fair amount of exposure to common sources for historical studies of China, and thus expands students’ vocabulary and knowledge about Chinese history and archaeology.","Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","[('are', 0.6139517426490784)]"
HIST 276-01 - Reimagining Mexico’s Indigenous Past,RUSS 103-00 - Elementary Russian,0.9630049,"Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.",Concludes introductory method of Russian 101-102.,"[('it', 0.6870329976081848)]"
RUSS 103-00 - Elementary Russian,HIST 276-01 - Reimagining Mexico’s Indigenous Past,0.9630049,Concludes introductory method of Russian 101-102.,"Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","[('it', 0.6870329976081848)]"
HIST 276-01 - Reimagining Mexico’s Indigenous Past,PSYC 382-00 - Topic Social & Personality: Endings,0.95423347,"Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues.","[('told', 0.5542283654212952)]"
PSYC 382-00 - Topic Social & Personality: Endings,HIST 276-01 - Reimagining Mexico’s Indigenous Past,0.95423347,"This seminar will examine the psychology of endings, including endings associated with psychotherapy, social interactions, personal relationships, social roles, literature and the arts, and life itself. We will address when and how endings occur, how we experience endings, and what makes an ending a good or poor one, among other issues.","Even while still on the campaign trail, Spain’s conquistadors endeavored to describe Mexico's native societies to other Europeans. Thus began a centuries-long fascination with all things Mesoamerican, real and imaginary. This course explores how the Mesoamerican past has been imagined by indigenous and non-indigenous people. Potential subjects include Spanish conquistadors and missionaries, early Mexican nation-builders and artists, professional and pseudo-archaeologists, apocalyptic doomsayers, promoters of the Mexican tourist industry, and the counterculture and Chicano movements of the 1960s. Importantly, we will also consider how Mexico's indigenous groups have come to understand their own past from the time of Spanish rule to the present day.","[('told', 0.5542283654212952)]"
HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,"POSC 315-00 - Polarization, Parties & Power",0.91531086,"This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","[('onthe', 0.5428031086921692)]"
"POSC 315-00 - Polarization, Parties & Power",HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,0.91531086,"The United States is more politically polarized today than at any time since the late nineteenth century, leaving lawmakers, journalists, and experts increasingly concerned that the toxicity in our politics is making the country vulnerable to political instability, violence, and democratic decline. Moreover, citizens are increasingly willing to call into question the legitimacy of this country’s core electoral and governing institutions. How did the U.S. get to this point? What can be done about it? This course will examine political polarization as a central feature of American politics and the consequences for American democracy.","This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","[('onthe', 0.5428031086921692)]"
HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,RELG 261-00 - Race & Emp in American Islam,0.90734136,"This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.","[('he', 0.7422369122505188)]"
RELG 261-00 - Race & Emp in American Islam,HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,0.90734136,"From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.","This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","[('he', 0.7422369122505188)]"
HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,HIST 308-00 - American Cities and Nature,0.8946862,"This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness.","[('fromthe', 0.6234089732170105)]"
HIST 308-00 - American Cities and Nature,HIST 287-00 - Alchemy to Atom Bomb: Sci Rev,0.8946862,"Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness.","This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","[('fromthe', 0.6234089732170105)]"
HIST 298-00 - Junior Colloquium,LING 115-00 - Intro to the Theory of Syntax,0.9641415,"In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.","This course is organized to enable the student to actively participate in the construction of a rather elaborate theory of the nature of human cognitive capacity to acquire and use natural languages. In particular, we concentrate on one aspect of that capacity: the unconscious acquisition of a grammar that enables a speaker of a language to produce and recognize sentences that have not been previously encountered. In the first part of the course, we concentrate on gathering notation and terminology intended to allow an explicit and manageable description. In the second part, we depend on written and oral student contributions in a cooperative enterprise of theory construction.","[('As', 0.673323392868042)]"
LING 115-00 - Intro to the Theory of Syntax,HIST 298-00 - Junior Colloquium,0.9641415,"This course is organized to enable the student to actively participate in the construction of a rather elaborate theory of the nature of human cognitive capacity to acquire and use natural languages. In particular, we concentrate on one aspect of that capacity: the unconscious acquisition of a grammar that enables a speaker of a language to produce and recognize sentences that have not been previously encountered. In the first part of the course, we concentrate on gathering notation and terminology intended to allow an explicit and manageable description. In the second part, we depend on written and oral student contributions in a cooperative enterprise of theory construction.","In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.","[('As', 0.673323392868042)]"
HIST 298-00 - Junior Colloquium,EDUC 395-00 - Senior Seminar,0.95070326,"In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.","This is a capstone seminar for educational studies minors. It focuses on a contemporary issue in American education with a different topic each year. Recent seminars have focused on the school to prison pipeline, youth activism, intellectual freedom in schools, and gender and sexuality in education. Senior seminars often incorporate off campus work with public school students and teachers.","[('were', 0.5501420497894287)]"
EDUC 395-00 - Senior Seminar,HIST 298-00 - Junior Colloquium,0.95070326,"This is a capstone seminar for educational studies minors. It focuses on a contemporary issue in American education with a different topic each year. Recent seminars have focused on the school to prison pipeline, youth activism, intellectual freedom in schools, and gender and sexuality in education. Senior seminars often incorporate off campus work with public school students and teachers.","In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.","[('were', 0.5501420497894287)]"
HIST 298-00 - Junior Colloquium,POSC 201-00 - Statecraft & Tools Natl Power,0.9502339,"In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.","This course covers the science and art of statecraft, which is the application of the tools of national power. Students will study how nations use diplomatic, economic, and military power to achieve stated national policy objectives. The course is team-taught by three career national security professionals. Case studies are used to assess the application of diplomatic, economic, and military power in the real world. Course readings, papers, and significant classroom discussion will deliver content to students and set the stage for the International Strategic Crisis Negotiation Exercise, which is a graded part of the course.","[('was', 0.6556214094161987)]"
POSC 201-00 - Statecraft & Tools Natl Power,HIST 298-00 - Junior Colloquium,0.9502339,"This course covers the science and art of statecraft, which is the application of the tools of national power. Students will study how nations use diplomatic, economic, and military power to achieve stated national policy objectives. The course is team-taught by three career national security professionals. Case studies are used to assess the application of diplomatic, economic, and military power in the real world. Course readings, papers, and significant classroom discussion will deliver content to students and set the stage for the International Strategic Crisis Negotiation Exercise, which is a graded part of the course.","In the junior year, majors must take this six-credit reading and discussion course taught each year by different members of the department faculty. The course is also required for the History minor. The general purpose of History 298 is to help students reach a more sophisticated understanding of the nature of history as a discipline and of the approaches and methods of historians. A major who is considering off-campus study in the junior year should consult with their adviser on when to take History 298.","[('was', 0.6556214094161987)]"
HIST 308-00 - American Cities and Nature,RELG 261-00 - Race & Emp in American Islam,0.9777328,"Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness.","From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.","[('they', 0.6477595567703247)]"
RELG 261-00 - Race & Emp in American Islam,HIST 308-00 - American Cities and Nature,0.9777328,"From colonial times when Muslims were brought to America as slaves, to the aftermath of the Spanish-American War when the United States found itself ruling over a large Muslim population in the Philippines, to the more recent War on Terror, Muslims and Islam have long been entangled in the politics of race and empire in America. This course will examine these entanglements through primary and secondary sources to better understand the role that race, religion, and empire have played in the forging of American Islam today.","Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness.","[('they', 0.6477595567703247)]"
HIST 308-00 - American Cities and Nature,HIST 251-00 - Japan and Europe,0.9730766,"Since the nation's founding, the percentage of Americans living in cities has risen nearly sixteenfold, from about five percent to the current eighty-one percent. This massive change has spawned legions of others, and all of them have bearing on the complex ways that American cities and city-dwellers have shaped and reshaped the natural world. This course will consider the nature of cities in American history, giving particular attention to the dynamic linkages binding these cultural epicenters to ecological communities, environmental forces and resource flows, to eco-politics and social values, and to those seemingly far-away places we call farms and wilderness.","This course examines Japanese and European history from c. 1500 to 1900, tracking the disparate ways in which these regions changed over this time period and highlighting their entanglement. We will focus on three modules, each centered on the era when European global expansion was at its peak and when Japan was isolationist. We will explore developments in regional and global trade networks and state and financial institutions, in addition to news networks, the world of publishing, and the social world of intellectual exchange. Finally, the course compares changing views and practices in the fields of science and medicine.","[('An', 0.608551025390625)]"
